Name,SexuponOutcome,AnimalType,AgeuponOutcome,Breed,Color,DateTime,Outcome,ID
Mischief,Spayed Female,Dog,6 years,Border Collie Mix,Black/White,2014-02-11 11:10:00,0,10009
,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Orange Tabby,2016-02-16 08:33:00,0,10010
Tonka,Neutered Male,Dog,2 years,Staffordshire Mix,White,2014-02-13 16:42:00,1,10011
Peppy,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Tan/White,2014-07-20 16:30:00,0,10012
,Intact Male,Cat,4 years,Domestic Shorthair Mix,Orange Tabby,2014-05-17 11:10:00,3,10013
Roper,Neutered Male,Dog,9 years,Border Collie Mix,Black/White,2015-05-04 13:46:00,2,10014
Aria,Spayed Female,Dog,3 months,Cardigan Welsh Corgi/English Setter,White/Black,2014-02-28 10:47:00,0,10015
Lucy,Spayed Female,Dog,2 years,Australian Cattle Dog Mix,Blue Merle/White,2015-07-06 18:16:00,0,10016
,Intact Female,Cat,9 months,Domestic Medium Hair Mix,Torbie,2015-03-21 09:00:00,1,10017
Oreo,Neutered Male,Cat,5 months,Domestic Shorthair Mix,Black/White,2015-09-07 17:11:00,0,10018
Batman,Neutered Male,Dog,3 years,Border Terrier Mix,Tan,2014-11-22 11:32:00,2,10019
Nila,Spayed Female,Dog,1 year,Pit Bull Mix,Brown/White,2014-11-12 11:41:00,2,10020
Buddy,Neutered Male,Dog,8 years,Miniature Schnauzer Mix,Silver/Brown,2014-05-11 15:54:00,2,10021
Milo,Neutered Male,Dog,8 years,Parson Russell Terrier,White/Brown,2015-02-07 14:39:00,0,10022
,Spayed Female,Cat,2 months,Domestic Medium Hair Mix,Tortie,2014-07-21 18:44:00,0,10023
Stuart,Neutered Male,Dog,5 years,Parson Russell Terrier Mix,White/Tan,2014-08-16 15:21:00,0,10024
Waylon,Neutered Male,Cat,2 months,Domestic Medium Hair Mix,Cream Tabby,2015-12-20 19:15:00,0,10025
Oso,Intact Male,Dog,4 years,Labrador Retriever/German Shepherd,Tan,2016-01-16 15:52:00,3,10026
Rudolph,Neutered Male,Cat,1 month,Domestic Shorthair Mix,Black,2016-01-29 15:36:00,0,10027
,Intact Male,Dog,5 months,Manchester Terrier Mix,Black/Brown,2014-09-23 12:47:00,1,10028
Betty,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Torbie,2014-07-13 17:59:00,0,10029
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Brown Tabby,2014-04-23 19:01:00,1,10030
Troy,Neutered Male,Dog,1 year,Australian Cattle Dog Mix,Brown/White,2015-01-14 12:00:00,0,10031
Gracie Lou,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Gray Tabby/White,2014-11-17 17:17:00,0,10032
Beans,Intact Male,Dog,1 month,Chihuahua Shorthair Mix,Brown/White,2014-02-21 10:14:00,1,10033
Buddy,Neutered Male,Dog,4 years,Bullmastiff Mix,Brown/White,2014-06-28 16:53:00,0,10034
Tesla,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Orange Tabby/White,2015-10-07 13:37:00,1,10035
,Intact Female,Cat,4 days,Domestic Shorthair Mix,Torbie,2014-08-24 15:42:00,1,10036
Mint,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Black/White,2015-08-19 17:59:00,0,10037
Max,Intact Male,Dog,1 month,Border Terrier Mix,Tan,2015-12-08 16:12:00,1,10038
,Intact Female,Cat,1 year,Siamese Mix,Seal Point,2014-05-23 19:10:00,1,10039
Trinity,Spayed Female,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2014-03-21 15:40:00,0,10040
,Neutered Male,Cat,7 months,Domestic Shorthair Mix,Black,2014-08-31 17:57:00,0,10041
Sophie,Spayed Female,Cat,7 years,Domestic Shorthair Mix,Black,2015-11-05 15:22:00,2,10042
Ellie,Spayed Female,Cat,1 year,Domestic Shorthair Mix,White/Blue,2015-01-19 15:38:00,1,10043
,Neutered Male,Dog,5 months,Carolina Dog Mix,Sable,2015-11-28 00:00:00,0,10044
,Intact Male,Cat,2 years,Domestic Shorthair Mix,Black,2014-09-06 09:00:00,1,10045
,Intact Male,Cat,3 weeks,Domestic Longhair Mix,Brown Tabby,2014-06-14 19:22:00,1,10046
,Neutered Male,Dog,4 months,Redbone Hound Mix,Red/White,2014-12-09 18:51:00,0,10047
Whit,Neutered Male,Dog,5 months,Pit Bull,White,2013-11-25 18:06:00,0,10048
Dom,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Cream Tabby,2015-06-04 10:56:00,0,10049
Beaux,Neutered Male,Dog,4 years,German Shepherd,Brown/Black,2015-02-19 12:59:00,1,10050
Rosemary,Intact Female,Cat,4 weeks,Domestic Shorthair Mix,Brown Tabby,2014-04-27 12:39:00,1,10051
,Intact Female,Cat,4 months,Domestic Shorthair Mix,Tortie,2014-11-24 09:00:00,1,10052
Olympus,Neutered Male,Dog,2 months,Pit Bull Mix,White/Tan,2013-11-23 15:09:00,0,10053
,Spayed Female,Dog,1 month,Labrador Retriever Mix,Black,2016-01-05 21:04:00,0,10054
Duke,Neutered Male,Dog,12 years,Labrador Retriever Mix,Black,2015-03-30 00:00:00,2,10055
,Intact Female,Dog,1 week,Labrador Retriever Mix,Cream,2013-10-16 18:40:00,1,10056
Kanga,Spayed Female,Cat,3 months,Domestic Shorthair Mix,Torbie,2013-11-25 17:42:00,0,10057
,Neutered Male,Dog,1 month,Labrador Retriever/Boxer,White/Cream,2015-05-08 14:54:00,0,10058
,Unknown,Cat,2 weeks,Domestic Shorthair Mix,Black,2015-10-31 13:08:00,1,10059
,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Orange Tabby,2015-07-08 17:14:00,0,10060
,Intact Male,Dog,1 year,Labrador Retriever Mix,Black,2014-07-01 18:44:00,1,10061
Graciela,Spayed Female,Cat,2 months,Domestic Medium Hair Mix,Blue Tabby,2015-08-07 15:07:00,0,10062
Archie,Neutered Male,Dog,10 years,Chesa Bay Retr Mix,Brown,2013-11-13 11:30:00,1,10063
,Intact Male,Cat,1 weeks,Domestic Shorthair Mix,Cream/Orange,2014-07-19 17:25:00,1,10064
Flaco,Neutered Male,Dog,2 years,Pug/Chihuahua Shorthair,Black/White,2014-05-29 15:03:00,0,10065
Loca,Intact Female,Dog,13 years,Pit Bull Mix,Brown/White,2015-01-21 18:00:00,3,10066
,Intact Male,Cat,3 years,Domestic Medium Hair Mix,Brown Tabby/White,2014-07-18 16:04:00,1,10067
Peanut,Spayed Female,Dog,10 years,Basset Hound Mix,Black/Brown,2014-07-04 10:32:00,0,10068
,Intact Female,Cat,3 weeks,Domestic Shorthair Mix,Torbie,2015-06-13 14:32:00,1,10069
Prieta,Spayed Female,Dog,2 years,Miniature Schnauzer Mix,Gray/White,2014-10-12 18:28:00,2,10070
Afton,Spayed Female,Dog,3 years,Shih Tzu/Affenpinscher,Black/White,2013-10-21 11:33:00,1,10071
Buddy,Neutered Male,Dog,5 years,Labrador Retriever,Buff/Tan,2014-07-03 18:06:00,2,10072
Nani,Spayed Female,Dog,1 year,Pit Bull Mix,Brown/White,2015-05-28 15:47:00,0,10073
Hop,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Brown Tabby,2013-10-25 17:55:00,0,10074
,Neutered Male,Dog,1 year,Boston Terrier Mix,Black/White,2014-06-05 17:25:00,1,10075
,Intact Female,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2014-07-25 16:18:00,1,10076
,Intact Female,Dog,7 months,Labrador Retriever/Pembroke Welsh Corgi,Tan/White,2014-12-29 14:07:00,1,10077
Ralph,Neutered Male,Dog,3 years,German Shepherd Mix,Brown/Black,2014-12-30 17:43:00,0,10078
Phany,Spayed Female,Dog,4 years,Labrador Retriever,Black,2016-01-07 14:04:00,0,10079
,Intact Male,Dog,14 years,Chihuahua Shorthair Mix,Brown,2013-10-01 14:15:00,1,10080
,Unknown,Cat,1 year,Domestic Shorthair Mix,Black,2015-01-03 09:00:00,1,10081
,Intact Female,Dog,2 months,Chihuahua Shorthair Mix,Cream/White,2014-11-29 14:54:00,1,10082
,Unknown,Cat,2 years,Domestic Shorthair Mix,Black/White,2015-04-03 09:00:00,1,10083
Luke,Neutered Male,Dog,2 years,Pointer/Labrador Retriever,Black/White,2014-09-08 14:18:00,3,10084
Ruby,Spayed Female,Dog,2 years,Australian Cattle Dog Mix,Buff,2015-05-01 18:23:00,2,10085
,Unknown,Cat,1 day,Domestic Shorthair Mix,Blue Tabby,2015-05-16 17:00:00,4,10086
,Intact Male,Cat,1 year,Domestic Medium Hair Mix,Orange Tabby/White,2013-11-11 15:24:00,1,10087
Abbie,Intact Female,Cat,4 weeks,Domestic Shorthair Mix,Brown Tabby,2015-08-09 11:46:00,1,10088
Oliver Dean,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Brown Tabby/White,2015-09-29 17:42:00,0,10089
Buck,Neutered Male,Dog,10 months,Chihuahua Shorthair Mix,Black/White,2015-04-30 16:08:00,0,10090
Angie,Spayed Female,Dog,3 years,Labrador Retriever Mix,Black/White,2014-09-04 08:26:00,0,10091
Zoey,Spayed Female,Dog,13 years,Labrador Retriever/Chow Chow,Black,2015-07-18 16:40:00,2,10092
Aries,Neutered Male,Dog,5 years,Pit Bull Mix,Black/White,2015-02-13 17:17:00,2,10093
Sasha,Spayed Female,Dog,4 years,Labrador Retriever Mix,Tan,2014-11-03 15:55:00,2,10094
,Unknown,Cat,1 week,Domestic Shorthair Mix,Tortie,2015-06-30 12:23:00,1,10095
Finn,Neutered Male,Cat,2 months,Domestic Medium Hair,Brown Tabby/White,2015-06-29 18:40:00,0,10096
Sanders,Neutered Male,Dog,1 year,Labrador Retriever Mix,Yellow,2014-06-13 14:15:00,2,10097
Snow,Spayed Female,Dog,2 years,Alaskan Husky Mix,Cream/Gray,2014-04-27 18:39:00,0,10098
,Neutered Male,Dog,1 month,Chihuahua Shorthair Mix,Chocolate/Tan,2014-03-23 18:29:00,0,10099
Kahlua,Intact Female,Dog,13 years,Boxer/Pit Bull,Brown/White,2013-12-24 12:54:00,3,10100
Dane,Neutered Male,Dog,3 months,Pit Bull Mix,White/Brown,2015-08-06 14:54:00,0,10101
Thelma,Spayed Female,Cat,4 months,Domestic Shorthair Mix,Black,2014-12-29 15:11:00,0,10102
Fluffy,Intact Male,Dog,1 year,Chow Chow Mix,Red/Black,2015-02-20 19:14:00,2,10103
,Spayed Female,Cat,3 months,Maine Coon Mix,Brown Tabby,2013-10-15 17:41:00,0,10104
,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Brown Tabby,2013-10-20 12:26:00,1,10105
Koda,Spayed Female,Dog,6 months,Labrador Retriever Mix,Black/White,2015-08-31 17:10:00,0,10106
Jessie,Neutered Male,Dog,4 years,Labrador Retriever Mix,Chocolate,2013-10-19 12:13:00,2,10107
,Intact Female,Cat,2 weeks,Domestic Shorthair Mix,Tortie,2014-05-08 18:16:00,1,10108
Skyla,Spayed Female,Dog,14 years,Catahoula Mix,Brown Merle,2015-09-22 11:47:00,3,10109
Chloe,Intact Female,Cat,3 months,Manx Mix,Calico,2013-10-13 18:52:00,0,10110
Shadows,Spayed Female,Dog,2 years,Chihuahua Shorthair Mix,Black/Tan,2014-08-29 15:46:00,0,10111
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,White/Brown Tabby,2014-07-26 14:15:00,1,10112
Bosha,Spayed Female,Dog,12 years,Labrador Retriever Mix,Chocolate,2013-11-05 18:52:00,2,10113
,Intact Female,Dog,5 months,Great Pyrenees Mix,White,2014-07-13 11:19:00,1,10114
Luigi,Neutered Male,Dog,1 year,Welsh Terrier Mix,Black/Brown,2013-11-17 11:51:00,0,10115
Eren,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Brown Tabby,2015-12-05 16:12:00,0,10116
Max,Neutered Male,Dog,3 years,German Shepherd Mix,Black/Tan,2015-02-15 15:30:00,2,10117
Sally,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Orange Tabby,2015-06-03 11:50:00,0,10118
,Unknown,Cat,2 years,Domestic Shorthair Mix,Black/White,2015-02-22 17:51:00,1,10119
Felix,Neutered Male,Cat,4 months,Domestic Medium Hair,Blue Tabby,2016-01-02 13:02:00,0,10120
Casper,Neutered Male,Dog,1 year,Great Pyrenees Mix,White,2013-10-15 19:03:00,0,10121
,Unknown,Cat,2 days,Domestic Shorthair Mix,Gray Tabby,2014-06-03 17:34:00,1,10122
Jojo,Neutered Male,Dog,9 months,Labrador Retriever Mix,Tan,2014-10-11 18:44:00,0,10123
,Intact Male,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2015-10-01 09:00:00,1,10124
Lola,Spayed Female,Dog,3 years,Rottweiler Mix,Black/Tan,2014-02-03 18:11:00,2,10125
Mia,Spayed Female,Dog,4 years,Toy Poodle/Maltese,White,2015-09-23 16:45:00,1,10126
Curry,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2015-10-16 17:49:00,0,10127
Jeffie,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Black/White,2013-11-17 12:10:00,0,10128
,Intact Male,Cat,4 years,Domestic Shorthair Mix,Black,2014-09-07 14:45:00,3,10129
Jayla,Spayed Female,Dog,2 years,Pit Bull,Black/White,2015-04-22 18:30:00,2,10130
Penelope,Spayed Female,Dog,3 years,Rhod Ridgeback Mix,Tan/White,2015-10-06 13:50:00,0,10131
,Neutered Male,Dog,7 years,Miniature Schnauzer Mix,Silver/White,2015-09-30 12:49:00,2,10132
Holly Berry,Intact Female,Dog,4 years,Shih Tzu Mix,White/Brown,2013-12-23 12:44:00,1,10133
,Neutered Male,Cat,2 years,Domestic Shorthair Mix,Orange Tabby,2015-12-14 19:30:00,1,10134
,Intact Female,Cat,5 months,Siamese Mix,Lynx Point,2015-10-20 09:00:00,1,10135
Snoopy,Intact Male,Dog,1 year,German Shepherd Mix,Brown,2015-03-29 15:48:00,1,10136
Sheba,Spayed Female,Dog,3 years,Pit Bull Mix,Blue/White,2015-01-29 15:03:00,2,10137
Eevee,Spayed Female,Cat,3 months,Domestic Shorthair Mix,White/Black,2015-06-09 18:49:00,0,10138
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Black,2015-05-07 14:46:00,1,10139
,Neutered Male,Dog,5 months,Pit Bull Mix,Black/White,2015-08-10 18:17:00,0,10140
Hailey,Intact Female,Cat,2 months,Domestic Longhair Mix,Black/White,2014-11-07 13:36:00,1,10141
Isis,Spayed Female,Dog,7 years,Siberian Husky,Brown/White,2015-07-12 16:06:00,2,10142
Cheetah,Spayed Female,Dog,1 month,Labrador Retriever/Australian Shepherd,Black/White,2014-07-10 14:49:00,0,10143
Kit,Spayed Female,Cat,3 months,Snowshoe Mix,Chocolate Point,2014-10-19 17:52:00,0,10144
Tashi,Neutered Male,Dog,5 years,Australian Shepherd/Chow Chow,Black/Brown,2014-07-08 11:12:00,3,10145
Burt,Intact Male,Cat,2 years,Domestic Shorthair Mix,Black,2016-02-17 13:28:00,1,10146
Sydney,Spayed Female,Dog,5 months,Labrador Retriever/Anatol Shepherd,White/Tan,2016-01-24 18:59:00,0,10147
,Intact Female,Cat,2 days,Domestic Shorthair Mix,Blue/White,2014-03-26 16:57:00,1,10148
Merlow,Spayed Female,Dog,3 years,Chihuahua Shorthair Mix,Red/White,2015-12-15 15:15:00,1,10149
Tullia,Spayed Female,Dog,1 year,Dachshund Mix,Black,2015-10-29 16:19:00,0,10150
,Neutered Male,Dog,2 months,Dachshund Wirehair Mix,Brown/Black,2014-08-25 17:01:00,0,10151
,Intact Female,Dog,2 months,Pit Bull/Boxer,Black/White,2015-06-29 12:01:00,1,10152
Quincy,Neutered Male,Dog,4 years,American Staffordshire Terrier Mix,Red/White,2016-02-19 12:13:00,1,10153
,Intact Male,Dog,1 month,Labrador Retriever/Plott Hound,Black,2015-06-05 16:04:00,1,10154
,Neutered Male,Cat,1 month,Domestic Shorthair Mix,Brown Tabby/White,2014-05-16 19:02:00,0,10155
Roxy,Spayed Female,Dog,9 months,Pointer/Boxer,White/Brown,2016-02-12 12:26:00,2,10156
,Spayed Female,Cat,7 months,Domestic Shorthair Mix,Brown Tabby/White,2016-02-07 18:34:00,0,10157
Blaze,Intact Male,Cat,1 month,Siamese Mix,Flame Point,2014-08-25 17:59:00,0,10158
Julian,Neutered Male,Dog,3 years,German Shepherd,Brown/Black,2016-01-10 16:41:00,0,10159
Batman,Neutered Male,Dog,1 year,Chihuahua Shorthair Mix,Black/White,2015-01-29 11:14:00,0,10160
Zeus,Intact Male,Dog,2 years,Pit Bull Mix,Tan/White,2016-01-19 12:19:00,2,10161
Jelly Bean,Spayed Female,Dog,2 months,Australian Cattle Dog Mix,Brown/White,2014-11-09 14:47:00,0,10162
Coketa,Spayed Female,Dog,3 years,Bichon Frise Mix,White,2014-02-19 18:02:00,2,10163
Jackson,Neutered Male,Dog,5 years,Australian Cattle Dog Mix,White/Black,2013-10-10 14:27:00,0,10164
,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Chocolate/Brown Brindle,2014-07-25 18:41:00,0,10165
Rosie,Spayed Female,Cat,6 years,Domestic Shorthair Mix,Black,2014-06-28 14:41:00,0,10166
Pippa,Spayed Female,Dog,9 years,Pointer Mix,White/Tan,2016-01-11 15:41:00,0,10167
Weda,Spayed Female,Dog,9 years,Beagle Mix,Buff/Yellow,2015-07-05 15:41:00,2,10168
Ricky,Intact Male,Dog,16 years,Chihuahua Shorthair Mix,Tan,2014-03-22 13:56:00,0,10169
Mistoffeles,Intact Male,Cat,4 days,Domestic Longhair Mix,Blue Tabby/White,2016-01-26 10:46:00,4,10170
Dakota,Neutered Male,Dog,3 years,Border Collie Mix,Brown Brindle/White,2016-02-16 00:00:00,1,10171
,Intact Female,Cat,7 months,Domestic Shorthair Mix,Tortie,2014-01-17 10:14:00,1,10172
Stevie,Spayed Female,Cat,4 years,Domestic Medium Hair Mix,Blue Cream,2014-02-04 14:35:00,1,10173
Eleanor,Intact Female,Dog,2 years,Pit Bull Mix,Brown Brindle,2015-03-12 16:13:00,3,10174
,Spayed Female,Dog,2 months,Yorkshire Terrier/Chihuahua Shorthair,Tan/Black,2013-12-20 17:50:00,0,10175
,Intact Female,Cat,1 year,Domestic Longhair Mix,Black Smoke,2014-07-08 09:00:00,1,10176
,Spayed Female,Dog,2 years,Boxer Mix,White/Tricolor,2014-03-27 17:09:00,1,10177
Boots,Intact Male,Dog,12 years,Chihuahua Longhair Mix,Tan,2015-05-07 15:12:00,2,10178
Hank,Intact Male,Cat,2 months,Domestic Longhair Mix,Brown Tabby/White,2015-07-20 18:48:00,0,10179
Tila,Spayed Female,Dog,3 years,Pit Bull Mix,Brown Brindle/White,2015-11-23 18:31:00,0,10180
Betty Boop,Spayed Female,Dog,9 years,American Staffordshire Terrier Mix,White/Black,2015-03-26 11:15:00,2,10181
,Unknown,Cat,1 month,Domestic Shorthair Mix,White/Orange Tabby,2015-11-04 10:26:00,4,10182
,Intact Male,Cat,1 month,Domestic Shorthair Mix,Black,2015-06-05 14:25:00,1,10183
Liza,Intact Female,Dog,12 years,Miniature Poodle Mix,White,2015-04-15 16:31:00,0,10184
Chrissie,Spayed Female,Cat,5 years,Domestic Longhair Mix,Blue Tabby,2013-11-24 17:25:00,0,10185
,Unknown,Cat,1 weeks,Domestic Shorthair Mix,Brown Tabby,2015-05-11 17:26:00,1,10186
Tarzan,Neutered Male,Dog,6 years,Collie Rough Mix,Black/Brown,2016-02-18 11:28:00,0,10187
,Intact Male,Cat,1 month,Domestic Longhair Mix,Orange Tabby,2015-06-27 12:05:00,1,10188
Jake,Neutered Male,Dog,10 years,Cocker Spaniel,Red,2014-04-05 18:29:00,2,10189
Brownie,Neutered Male,Dog,4 years,Pit Bull/Labrador Retriever,Brown,2014-03-22 11:42:00,2,10190
,Neutered Male,Dog,5 years,Dachshund Longhair Mix,Black/Brown,2014-05-21 12:15:00,1,10191
Casper,Neutered Male,Cat,2 months,Domestic Shorthair Mix,White/Brown Tabby,2013-12-08 14:33:00,1,10192
Princess,Spayed Female,Dog,6 months,Belgian Tervuren Mix,Black/White,2014-07-23 19:44:00,1,10193
Dash,Neutered Male,Dog,13 years,German Shorthair Pointer,White/Liver,2015-06-13 14:22:00,2,10194
,Intact Female,Cat,12 years,Domestic Longhair Mix,Tortie,2014-07-12 14:35:00,3,10195
,Intact Male,Cat,4 weeks,Domestic Shorthair Mix,White/Brown Tabby,2015-07-07 18:02:00,1,10196
Brown,Intact Male,Dog,1 year,Lhasa Apso Mix,White/Brown,2015-01-08 15:50:00,2,10197
Foxy,Spayed Female,Dog,8 months,Labrador Retriever Mix,Black,2014-12-01 18:49:00,0,10198
Mittens,Spayed Female,Cat,7 months,Maine Coon Mix,Brown Tabby/White,2014-04-24 13:01:00,0,10199
Penny,Intact Female,Cat,1 month,Domestic Medium Hair Mix,Brown Tabby/White,2015-08-15 08:06:00,4,10200
Harlow,Intact Female,Dog,1 year,Yorkshire Terrier Mix,Sable,2015-07-18 11:57:00,2,10201
Pedro,Neutered Male,Dog,10 years,Pit Bull Mix,White/Brown Brindle,2015-12-02 18:17:00,2,10202
Capone,Intact Male,Dog,4 years,Pit Bull Mix,Fawn/White,2014-11-30 13:11:00,2,10203
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,2014-10-22 17:40:00,1,10204
Pru,Spayed Female,Cat,6 months,Domestic Shorthair Mix,Black,2015-12-24 13:30:00,1,10205
Loverboy,Intact Male,Dog,1 year,Lhasa Apso/Shih Tzu,White/Tan,2016-02-08 11:19:00,1,10206
,Spayed Female,Cat,8 years,Japanese Bobtail Mix,Tortie,2014-09-18 09:00:00,1,10207
,Intact Female,Dog,5 years,Chinese Sharpei Mix,Tan/Brown,2015-01-26 19:38:00,3,10208
Sadie,Spayed Female,Cat,5 years,Domestic Longhair,Calico,2014-04-03 14:00:00,1,10209
Snow White,Spayed Female,Dog,3 years,Miniature Schnauzer/Miniature Poodle,Gray/White,2014-02-07 17:28:00,1,10210
Cricket,Spayed Female,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2016-02-13 10:15:00,0,10211
Snowy,Neutered Male,Dog,3 years,Miniature Schnauzer/Australian Cattle Dog,Gray/White,2014-03-01 18:07:00,0,10212
,Spayed Female,Dog,2 months,German Shepherd/Labrador Retriever,Brown/Black,2015-01-14 18:39:00,0,10213
,Unknown,Cat,2 years,Domestic Shorthair,Black/White,2014-03-24 12:12:00,3,10214
Kita,Spayed Female,Dog,2 months,Catahoula Mix,White/Black,2015-09-25 08:17:00,0,10215
Lara,Spayed Female,Cat,3 months,Domestic Longhair Mix,Blue,2015-09-10 12:36:00,0,10216
,Neutered Male,Dog,1 year,Chihuahua Shorthair Mix,Tan/White,2014-07-13 16:48:00,0,10217
,Neutered Male,Dog,1 year,Chihuahua Shorthair/Dachshund,Black,2015-11-25 14:22:00,2,10218
Oreo,Intact Female,Dog,1 year,Pit Bull Mix,Black/White,2016-02-12 17:18:00,2,10219
,Intact Female,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2014-10-08 14:37:00,1,10220
Carmen,Intact Female,Dog,3 years,Boxer Mix,Red,2015-06-20 15:08:00,2,10221
,Spayed Female,Dog,2 months,Soft Coated Wheaten Terrier Mix,Buff,2015-02-16 17:51:00,0,10222
Lolo,Spayed Female,Dog,5 years,Cocker Spaniel/Dachshund,Brown,2014-02-27 13:47:00,1,10223
,Neutered Male,Dog,2 months,Chihuahua Shorthair,Black,2013-10-24 15:41:00,1,10224
Tiger,Neutered Male,Dog,3 years,Pit Bull Mix,Brown Brindle,2015-07-19 11:54:00,2,10225
Mya,Spayed Female,Cat,8 years,Siamese Mix,Lynx Point/White,2015-07-31 11:34:00,2,10226
Dunga,Spayed Female,Dog,6 months,Beagle/Boston Terrier,White/Black,2015-10-29 12:25:00,0,10227
Sadie,Spayed Female,Dog,1 year,Labrador Retriever/Australian Cattle Dog,White/Red Merle,2015-08-11 16:26:00,0,10228
Mister,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Black,2016-01-17 13:29:00,0,10229
Izy,Spayed Female,Dog,4 months,Boxer/Pit Bull,Black/White,2014-07-31 15:49:00,1,10230
Brandi,Spayed Female,Dog,10 years,Australian Cattle Dog Mix,Red Merle,2014-10-01 12:11:00,1,10231
,Unknown,Cat,4 days,Domestic Shorthair Mix,Blue Tabby/White,2015-06-01 13:46:00,1,10232
Izzy,Intact Female,Cat,3 months,Domestic Shorthair Mix,Black/White,2014-12-14 10:53:00,4,10233
Penny,Spayed Female,Dog,9 months,Staffordshire Mix,Yellow Brindle/White,2015-03-07 16:23:00,0,10234
,Intact Male,Dog,4 years,Chihuahua Shorthair Mix,Tan,2013-12-29 16:06:00,1,10235
,Neutered Male,Dog,1 year,Labrador Retriever/Australian Cattle Dog,Brown/White,2014-05-05 13:12:00,0,10236
,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2016-01-30 18:54:00,1,10237
Tigger,Neutered Male,Cat,1 month,Snowshoe Mix,Lynx Point,2015-06-26 18:58:00,0,10238
Emmylou,Intact Female,Dog,2 years,Pit Bull Mix,Tan,2015-11-30 11:18:00,1,10239
Hillery,Intact Female,Cat,3 weeks,Siamese,Seal Point,2015-05-17 15:06:00,1,10240
,Spayed Female,Dog,1 year,Labrador Retriever Mix,White,2015-10-07 18:34:00,0,10241
Diamond,Spayed Female,Dog,1 year,Pit Bull Mix,Tan/White,2015-02-21 16:57:00,0,10242
Juan Diego,Neutered Male,Dog,8 months,Pit Bull Mix,Chocolate/White,2016-01-04 13:06:00,1,10243
Brooklyn,Intact Female,Dog,1 year,Dogo Argentino Mix,White,2014-10-02 18:14:00,1,10244
,Spayed Female,Cat,3 months,Domestic Shorthair Mix,Blue Tabby,2014-06-27 16:52:00,2,10245
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Lynx Point,2015-05-07 14:47:00,1,10246
,Neutered Male,Dog,3 years,Chihuahua Shorthair Mix,White/Chocolate,2015-04-06 17:51:00,0,10247
Karma,Spayed Female,Dog,1 year,Chihuahua Shorthair Mix,Buff,2014-01-29 18:40:00,0,10248
Milly,Spayed Female,Cat,4 months,Domestic Shorthair Mix,Orange Tabby,2014-09-16 18:01:00,0,10249
Lily,Spayed Female,Cat,1 year,Domestic Shorthair Mix,White/Black,2014-11-25 14:10:00,1,10250
Zorro,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2015-01-06 08:14:00,0,10251
,Neutered Male,Dog,2 months,Australian Shepherd Mix,Tricolor,2014-08-22 17:17:00,2,10252
Thor,Intact Male,Cat,1 month,Domestic Shorthair Mix,Blue,2013-12-18 14:52:00,0,10253
Elsa,Spayed Female,Cat,3 months,Domestic Shorthair Mix,Tortie,2014-12-23 16:53:00,0,10254
,Intact Male,Dog,1 month,German Shepherd/Labrador Retriever,Brown/Black,2013-12-18 11:49:00,1,10255
Howie,Neutered Male,Dog,1 year,German Shepherd Mix,Black,2015-11-11 11:37:00,0,10256
Sheldon,Neutered Male,Cat,3 years,Domestic Shorthair Mix,Brown Tabby,2014-01-28 15:51:00,0,10257
Kitty,Spayed Female,Cat,13 years,Domestic Shorthair Mix,Calico,2015-07-28 11:42:00,0,10258
,Intact Male,Cat,8 months,Domestic Shorthair Mix,Blue Tabby,2014-10-21 09:00:00,1,10259
Silver,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Blue Cream/Blue Tabby,2013-12-14 17:29:00,0,10260
Rudy,Neutered Male,Dog,3 years,Chihuahua Shorthair,Brown,2015-05-01 11:34:00,2,10261
,Unknown,Cat,2 days,Domestic Shorthair Mix,Brown Tabby,2015-06-16 11:05:00,4,10262
